4.392319501317201724e-03,1.250000000000000000e-01
3.110396044379320612e-03,2.500000000000000000e-01
2.542954217417268698e-03,3.750000000000000000e-01
2.198316485024794705e-03,5.000000000000000000e-01
1.976725261210808115e-03,6.250000000000000000e-01
1.812669896779207793e-03,7.500000000000000000e-01
1.689998748554011592e-03,8.750000000000000000e-01
1.592911325034771257e-03,1.000000000000000000e+00
1.507977748769226932e-03,1.125000000000000000e+00
1.434057374311884523e-03,1.250000000000000000e+00
1.366848527656245454e-03,1.375000000000000000e+00
1.307799426806747827e-03,1.500000000000000000e+00
1.255288328316842917e-03,1.625000000000000000e+00
1.211678278317808140e-03,1.750000000000000000e+00
1.171103014922571586e-03,1.875000000000000000e+00
1.132299606960615688e-03,2.000000000000000000e+00
1.097524125113903725e-03,2.125000000000000000e+00
1.064884988117611921e-03,2.250000000000000000e+00
1.034237686431912964e-03,2.375000000000000000e+00
1.005162703485795424e-03,2.500000000000000000e+00
9.797628738691735450e-04,2.625000000000000000e+00
9.566845582646437860e-04,2.750000000000000000e+00
9.359758570066563105e-04,2.875000000000000000e+00
9.177035638099082307e-04,3.000000000000000000e+00
9.005314881641615339e-04,3.125000000000000000e+00
8.843631476538000918e-04,3.250000000000000000e+00
8.682993798309609568e-04,3.375000000000000000e+00
8.529547004091453475e-04,3.500000000000000000e+00
8.390960886690005316e-04,3.625000000000000000e+00
8.272773960911010676e-04,3.750000000000000000e+00
8.159370318445172349e-04,3.875000000000000000e+00
8.053017282856248611e-04,4.000000000000000000e+00
7.949153354487358339e-04,4.125000000000000000e+00
7.853343255843740767e-04,4.250000000000000000e+00
7.762472149343021101e-04,4.375000000000000000e+00
7.682811970012953752e-04,4.500000000000000000e+00
7.606556422520974799e-04,4.625000000000000000e+00
7.527031318228029648e-04,4.750000000000000000e+00
7.450508567611057766e-04,4.875000000000000000e+00
7.377678196430639910e-04,5.000000000000000000e+00
7.306246880905927811e-04,5.125000000000000000e+00
7.238501691042196172e-04,5.250000000000000000e+00
7.173154093218036100e-04,5.375000000000000000e+00
7.112581157228373314e-04,5.500000000000000000e+00
7.046748342916957014e-04,5.625000000000000000e+00
6.983972802594756897e-04,5.750000000000000000e+00
6.923331715240522858e-04,5.875000000000000000e+00
6.806084163863557060e-04,6.125000000000000000e+00
6.745919750770611872e-04,6.250000000000000000e+00
6.686789517771947336e-04,6.375000000000000000e+00
6.630705686110490663e-04,6.500000000000000000e+00
6.575187327508747901e-04,6.625000000000000000e+00
6.464352456953711664e-04,6.875000000000000000e+00
6.409936639836067785e-04,7.000000000000000000e+00
6.356533368416586449e-04,7.125000000000000000e+00
6.256950178920406107e-04,7.375000000000000000e+00
6.209569904604037797e-04,7.500000000000000000e+00
6.164940032785421343e-04,7.625000000000000000e+00
6.079224117257626394e-04,7.875000000000000000e+00
6.037735650975078984e-04,8.000000000000000000e+00
5.963253393740595423e-04,8.250000000000000000e+00
5.928386810642628660e-04,8.375000000000000000e+00
5.862890110146483239e-04,8.625000000000000000e+00
5.805405526437072130e-04,8.875000000000000000e+00
5.774599262150636320e-04,9.000000000000000000e+00
5.716905758453183928e-04,9.250000000000000000e+00
5.670278645281417876e-04,9.500000000000000000e+00
5.630660298440391112e-04,9.750000000000000000e+00
5.612311420276233122e-04,9.875000000000000000e+00
5.574879018146397395e-04,1.012500000000000000e+01
5.533777860484272735e-04,1.037500000000000000e+01
5.495808807823015108e-04,1.062500000000000000e+01
5.462130628185418550e-04,1.087500000000000000e+01
5.433078898852088503e-04,1.112500000000000000e+01
5.405500371237017838e-04,1.137500000000000000e+01
5.363438043180786090e-04,1.175000000000000000e+01
5.334682789494235057e-04,1.200000000000000000e+01
5.305045058744033495e-04,1.225000000000000000e+01
5.277776001465610267e-04,1.250000000000000000e+01
5.241442778723452928e-04,1.287500000000000000e+01
5.218383508953448446e-04,1.312500000000000000e+01
5.188083100937653869e-04,1.350000000000000000e+01
5.169393140680414358e-04,1.375000000000000000e+01
5.140324291617048586e-04,1.412500000000000000e+01
5.113858161435948149e-04,1.450000000000000000e+01
5.094412389699251370e-04,1.475000000000000000e+01
5.066524547987511905e-04,1.512500000000000000e+01
5.041592776919897462e-04,1.550000000000000000e+01
